Date,Close,High,Low,Open,Volume,Return,SMA20,SMA50,SMA200,RSI,MACD,Signal_Line,Target,Label_ternary
2015-12-22,7786.10009765625,7846.2998046875,7776.85009765625,7829.39990234375,125700.0,-0.006171472975241898,7791.385009765625,7946.408037109375,8229.356257324218,41.92741095978143,-41.439010760729616,-58.95902528615964,1,0
2015-12-23,7865.9501953125,7871.4501953125,7826.10009765625,7830.4501953125,117900.0,0.01025546764808305,7793.102514648437,7941.1400390625,8224.463010253907,50.0986678898238,-30.752770807817797,-53.31777439049127,0,1
2015-12-24,7861.0498046875,7888.75,7835.5,7888.75,93500.0,-0.0006229877514251081,7791.965014648437,7934.56703125,8218.984509277343,54.73980059380915,-22.420816013567674,-47.13838271510655,1,0
2015-12-28,7925.14990234375,7937.2001953125,7863.0,7863.2001953125,122900.0,0.008154139618607559,7791.0875,7930.19802734375,8213.629008789063,59.050480729332065,-10.52402522482771,-39.81551121705079,1,-1
2015-12-29,7928.9501953125,7942.14990234375,7902.75,7929.2001953125,113000.0,0.0004795231655652099,7790.772509765625,7926.14302734375,8208.6605078125,63.81206418849138,-0.780088555517068,-32.00842668474405,0,1
2015-12-30,7896.25,7944.75,7889.85009765625,7938.60009765625,106800.0,-0.004124151937772491,7787.840014648437,7921.910029296875,8203.4530078125,68.51790480512098,4.254377169645522,-24.75586591386614,1,-1
2015-12-31,7946.35009765625,7955.5498046875,7891.14990234375,7897.7998046875,150900.0,0.006344796283837217,7788.590014648437,7917.24703125,8199.401008300782,67.64370861534451,12.146865204165806,-17.37531969025975,0,0
2016-01-04,7791.2998046875,7937.5498046875,7781.10009765625,7924.5498046875,134700.0,-0.01951213966956744,7784.947509765625,7908.31001953125,8194.797258300781,60.925470345657594,5.823328296904947,-12.735590092826811,0,-1
2016-01-05,7784.64990234375,7831.2001953125,7763.25,7828.39990234375,145200.0,-0.0008535035886758635,7785.085009765625,7898.502021484375,8190.220756835937,58.46859295787715,0.272151008273795,-10.13404187260669,0,-1
2016-01-06,7741.0,7800.9501953125,7721.2001953125,7788.0498046875,147100.0,-0.005607176031205752,7783.865014648438,7888.089013671875,8185.045756835938,52.546033210503694,-7.562206894950577,-9.619674877075468,0,1
2016-01-07,7568.2998046875,7674.9501953125,7556.60009765625,7673.35009765625,188900.0,-0.022309804329221028,7777.194995117187,7874.421005859375,8179.648505859375,39.96925046121626,-27.390711352377366,-13.173882172135848,1,-1
2016-01-08,7601.35009765625,7634.10009765625,7581.0498046875,7611.64990234375,157400.0,0.004366937597831466,7776.6375,7860.53900390625,8174.489504394532,35.702547813885815,-39.97722895140305,-18.53455152798929,0,-1
2016-01-11,7563.85009765625,7605.10009765625,7494.35009765625,7527.4501953125,189000.0,-0.00493333414699082,7770.665014648437,7846.605009765625,8168.692255859375,37.694145794900514,-52.374332723273255,-25.302507767046087,0,1
2016-01-12,7510.2998046875,7588.2998046875,7487.7998046875,7587.2001953125,163900.0,-0.007079766557687717,7765.657495117188,7832.152998046875,8162.814252929687,29.378490709044925,-65.76212306371872,-33.394430826380614,1,-1
2016-01-13,7562.39990234375,7590.9501953125,7425.7998046875,7557.89990234375,215200.0,0.006937152844914696,7761.275,7819.9769921875,8157.453000488281,35.83641973400276,-71.34557353948094,-40.98465936900068,0,-1
2016-01-14,7536.7998046875,7604.7998046875,7443.7998046875,7467.39990234375,200800.0,-0.003385181686611949,7753.069995117187,7808.47798828125,8152.282497558594,27.62258283395498,-76.94918983877324,-48.1775654629552,0,-1
2016-01-15,7437.7998046875,7566.5,7427.2998046875,7561.64990234375,197500.0,-0.013135548583687595,7737.414990234375,7795.91798828125,8146.716994628906,24.48923493839034,-88.36000956227781,-56.214054282819724,0,1
2016-01-18,7351.0,7463.64990234375,7336.39990234375,7420.35009765625,233600.0,-0.01167009155487031,7712.747485351562,7781.9219921875,8140.757243652344,16.315698709358415,-103.21735975306092,-65.61471537686796,1,-1
2016-01-19,7435.10009765625,7462.75,7364.14990234375,7381.7998046875,188300.0,0.011440633608522655,7696.40498046875,7769.409990234375,8135.278745117187,23.52155780644182,-106.97262792707261,-73.88629788690889,0,-1
2016-01-20,7309.2998046875,7470.89990234375,7241.5,7357.0,225600.0,-0.01691978471256972,7670.1474609375,7754.791982421875,8130.1144921875,21.386466488997556,-118.73107932100356,-82.85525417372783,0,1
2016-01-21,7276.7998046875,7398.7001953125,7250.0,7376.64990234375,240700.0,-0.004446390334017725,7644.682446289063,7741.218974609375,8124.791489257813,16.78986906687321,-129.18307309891497,-92.12081795876526,1,0
2016-01-22,7422.4501953125,7433.39990234375,7327.60009765625,7355.7001953125,229200.0,0.020015720445019758,7622.5074462890625,7730.581982421875,8119.442241210938,31.532613808270725,-124.28095075996862,-98.55284451900594,1,0
2016-01-25,7436.14990234375,7487.14990234375,7421.2001953125,7468.75,163200.0,0.0018457122204607046,7601.262451171875,7721.0009765625,8114.167990722656,32.673779759534995,-117.93109536644988,-102.42849468849474,1,0
2016-01-27,7437.75,7477.89990234375,7419.7001953125,7469.60009765625,187600.0,0.00021517824106065397,7576.8924560546875,7714.088974609375,8108.425490722656,34.26557516931349,-111.48455021243717,-104.23970579328324,0,1
2016-01-28,7424.64990234375,7468.85009765625,7409.60009765625,7426.5,274500.0,-0.001761298464757477,7551.67744140625,7707.33697265625,8102.24923828125,41.06711799438512,-106.20838102774178,-104.63344084017496,1,0
2016-01-29,7563.5498046875,7575.64990234375,7402.7998046875,7413.35009765625,298700.0,0.018707939656508632,7535.042431640625,7702.475966796875,8096.76548828125,47.922834572146584,-89.78394423136797,-101.66354151841357,0,-1
2016-02-01,7555.9501953125,7600.4501953125,7541.25,7589.5,200400.0,-0.0010047675458274563,7515.522436523437,7696.843974609375,8090.973237304687,49.55114216134247,-76.49885353783975,-96.6306039222988,0,-1
2016-02-02,7455.5498046875,7576.2998046875,7428.0498046875,7566.64990234375,230200.0,-0.013287592960483763,7498.734936523438,7691.318974609375,8084.359487304688,47.04644951243026,-73.22767286156795,-91.95001771015264,0,1
2016-02-03,7361.7998046875,7419.39990234375,7350.2998046875,7392.4501953125,192000.0,-0.01257452534768888,7477.592431640625,7681.699970703125,8077.26673828125,39.643779219345305,-77.30891110253287,-89.02179638862869,1,1
2016-02-04,7404.0,7457.0498046875,7365.9501953125,7411.4501953125,222700.0,0.005732320415128722,7460.742431640625,7672.648974609375,8070.11673828125,43.25958147912798,-76.25905185212105,-86.46924748132716,1,-1
2016-02-05,7489.10009765625,7503.14990234375,7406.64990234375,7418.25,249800.0,0.011493800331746407,7456.782446289062,7665.4459765625,8064.028737792969,52.641075826827205,-67.77885175056326,-82.73116833517439,0,-1
2016-02-08,7387.25,7512.5498046875,7363.2001953125,7489.7001953125,171500.0,-0.013599777854234385,7446.07744140625,7656.558974609375,8057.934987792969,51.83776750854769,-68.4872058800338,-79.88237584414628,0,-1
2016-02-09,7298.2001953125,7323.4501953125,7275.14990234375,7303.9501953125,212100.0,-0.012054527014450533,7432.794946289063,7644.846982421875,8052.185490722656,43.09423890591972,-75.3653913311291,-78.97897894154285,0,-1
2016-02-10,7215.7001953125,7271.85009765625,7177.75,7264.2998046875,246900.0,-0.011304156886925099,7418.064965820313,7630.306982421875,8046.375241699218,45.062792973780454,-86.47661478903956,-80.4785061110422,0,0
2016-02-11,6976.35009765625,7208.64990234375,6959.9501953125,7203.60009765625,292300.0,-0.03317073758299127,7388.762475585938,7611.128984375,8039.108491210937,36.990708811977015,-113.28995588916587,-87.04079606666693,1,1
2016-02-12,6980.9501953125,7034.7998046875,6869.0,7023.64990234375,333900.0,0.0006593845767279838,7360.969995117188,7591.649990234375,8032.021743164062,28.223344434500376,-132.63954632963032,-96.16054611925962,1,-1
2016-02-15,7162.9501953125,7182.7998046875,7056.7998046875,7057.35009765625,354200.0,0.02607094949942601,7347.227514648437,7576.2819921875,8026.310244140625,38.44333357981475,-131.7694015598563,-103.28231720737897,0,1
2016-02-16,7048.25,7204.64990234375,7037.7001953125,7201.25,253800.0,-0.016012982386442,7332.090014648437,7559.963994140625,8020.482495117188,34.962557957687594,-138.7358917331403,-110.37303211253123,1,1
2016-02-17,7108.4501953125,7123.7001953125,6960.64990234375,7058.85009765625,260000.0,0.008541154940942874,7315.75751953125,7546.495,8014.596748046875,38.220848383692385,-137.8106374937397,-115.86055318877294,1,1
2016-02-18,7191.75,7215.10009765625,7127.85009765625,7177.39990234375,246700.0,0.011718419964794835,7309.880029296875,7535.022001953125,8009.356748046875,35.551078992530435,-128.87023294371102,-118.46248913976056,1,1
2016-02-19,7210.75,7226.85009765625,7145.9501953125,7170.5498046875,192300.0,0.0026419160844022294,7306.5775390625,7525.202998046875,8004.502998046875,36.702621895297234,-118.88136632538499,-118.54626457688545,1,-1
2016-02-22,7234.5498046875,7252.39990234375,7200.7001953125,7208.85009765625,154400.0,0.0033006004489823937,7297.18251953125,7517.643994140625,7999.01599609375,40.95300764203487,-107.80199790204824,-116.39741124191802,0,-1
2016-02-23,7109.5498046875,7241.7001953125,7090.7001953125,7240.2998046875,194400.0,-0.017278200216274464,7280.852514648437,7506.168994140625,7992.93974609375,39.93134868723659,-107.86457822106331,-114.69084463774709,0,-1
2016-02-24,7018.7001953125,7090.7998046875,7009.75,7075.0,199700.0,-0.012778531956425754,7259.9000244140625,7494.333994140625,7987.548247070313,35.19557893962693,-113.9316447092242,-114.53900465204252,0,1
2016-02-25,6970.60009765625,7034.2001953125,6961.39990234375,7029.85009765625,283100.0,-0.006853134671341854,7237.197534179688,7480.745,7982.114748535157,29.494578814391303,-121.22372288524275,-115.87594829868257,1,-1
2016-02-26,7029.75,7052.89990234375,6985.10009765625,7039.2998046875,206700.0,0.008485625558068977,7210.507543945312,7467.322001953125,7976.3059985351565,35.367546074163144,-120.83691189162255,-116.86814101727057,0,1
2016-02-29,6987.0498046875,7094.60009765625,6825.7998046875,7050.4501953125,473400.0,-0.006074212498666354,7182.062524414063,7452.045,7969.614997558594,36.76237436183791,-122.56307940711486,-118.00712869523944,1,1
2016-03-01,7222.2998046875,7235.5,7035.10009765625,7038.25,275100.0,0.03366943224623564,7170.4000244140625,7439.603994140625,7965.0917456054685,50.24847926863704,-103.7523778376908,-115.15617852372972,1,1
2016-03-02,7368.85009765625,7380.35009765625,7308.14990234375,7321.7001953125,338500.0,0.020291361052837242,7170.7525390625,7431.7419921875,7960.758745117188,65.88811277271128,-76.14166374633078,-107.35327556824994,1,0
2016-03-03,7475.60009765625,7483.9501953125,7406.0498046875,7429.5498046875,278600.0,0.014486656477644022,7174.332543945313,7424.564990234375,7957.015744628906,68.49365783913427,-45.12595710784262,-94.90781187616848,1,0
2016-03-04,7485.35009765625,7505.89990234375,7444.10009765625,7505.39990234375,281700.0,0.0013042431206367056,7174.145043945313,7418.549990234375,7953.130747070312,63.83571690502383,-19.533868349963086,-79.8330231709274,0,1
2016-03-08,7485.2998046875,7527.14990234375,7442.14990234375,7486.39990234375,257000.0,-6.71885323921817e-06,7179.047534179687,7410.936982421875,7948.688994140625,70.80297603055237,0.7355096520077495,-63.71931660634038,1,-1
2016-03-09,7531.7998046875,7539.0,7424.2998046875,7436.10009765625,245100.0,0.006212176026787919,7190.727514648437,7404.351982421875,7944.519741210937,70.417150198939,20.317096295694682,-46.912034025933366,0,1
2016-03-10,7486.14990234375,7547.10009765625,7447.39990234375,7545.35009765625,224700.0,-0.006060955352974129,7204.25,7395.571982421875,7939.834240722656,64.73325360663918,31.785673720783052,-31.172492476590087,1,1
2016-03-11,7510.2001953125,7543.9501953125,7460.60009765625,7484.85009765625,198700.0,0.0032126384433233124,7230.9425048828125,7387.196982421875,7935.280241699219,64.91062484804279,42.327338393550235,-16.472526302562024,1,-1
2016-03-14,7538.75,7583.7001953125,7515.0498046875,7542.60009765625,166900.0,0.0038014705260878134,7258.832495117187,7380.046982421875,7930.679240722657,65.07582899854228,52.38159184849792,-2.701702672350036,0,1
2016-03-15,7460.60009765625,7545.2001953125,7452.7998046875,7535.85009765625,193700.0,-0.010366427105786724,7273.714990234375,7370.331982421875,7926.130991210937,68.24490338677923,53.42773448978551,8.524184760077073,1,0
2016-03-16,7498.75,7508.0,7405.14990234375,7457.0498046875,195400.0,0.005113516586384925,7296.239990234375,7364.480986328125,7921.927993164062,76.39519961339168,56.681795897248776,18.155706987511415,1,1
2016-03-17,7512.5498046875,7585.2998046875,7479.39990234375,7557.39990234375,239600.0,0.0018402806717785491,7316.444970703125,7359.038984375,7917.817744140625,80.96677478917228,59.68616693631884,26.4617989772729,1,1
2016-03-18,7604.35009765625,7613.60009765625,7517.89990234375,7534.64990234375,237400.0,0.012219591930221929,7337.074975585938,7356.305986328125,7914.244494628906,81.65140822530314,68.68293494521913,34.90602617086215,1,0
2016-03-21,7704.25,7713.5498046875,7617.7001953125,7619.2001953125,196800.0,0.013137204502793765,7361.749975585937,7359.024990234375,7910.597492675781,87.1644680777849,82.91819627938276,44.508460192566275,1,0
2016-03-22,7714.89990234375,7728.2001953125,7643.7998046875,7695.5498046875,208900.0,0.001382341219943628,7385.76748046875,7361.295986328125,7907.004990234375,83.27028925524442,93.97580695574379,54.40192954520178,1,-1
2016-03-23,7716.5,7726.85009765625,7670.60009765625,7717.4501953125,199600.0,0.00020740355370829633,7416.114990234375,7364.348984375,7904.405239257812,79.19709795231108,101.69587089463676,63.860717815088776,0,-1
2016-03-28,7615.10009765625,7749.39990234375,7587.7001953125,7741.0,242400.0,-0.013140659929210097,7445.934985351562,7366.444990234375,7901.805239257813,61.82203389830509,98.49654563535478,70.78788337914199,0,1
2016-03-29,7597.0,7652.89990234375,7582.25,7606.5498046875,216800.0,-0.0023768693023248355,7477.25498046875,7367.1369921875,7899.136989746094,59.32981399861762,93.4236015805991,75.31502701943342,1,0
2016-03-30,7735.2001953125,7741.9501953125,7643.4501953125,7651.10009765625,232600.0,0.01819141704784788,7512.527490234375,7371.105,7897.239489746094,66.96540330108621,99.4089333394868,80.1338082834441,1,-1
2016-03-31,7738.39990234375,7777.60009765625,7702.0,7727.64990234375,380100.0,0.00041365536126503066,7550.094995117188,7377.117001953125,7895.710739746094,64.90191755425369,103.2206777759875,84.75118218195277,0,1
2016-04-01,7713.0498046875,7740.14990234375,7666.10009765625,7718.0498046875,183900.0,-0.0032758836421172832,7574.632495117187,7384.357998046875,7894.163989257812,66.8598554965935,103.0085532020803,88.40265638597828,1,-1
2016-04-04,7758.7998046875,7764.4501953125,7704.39990234375,7733.14990234375,155500.0,0.005931505845093277,7594.12998046875,7390.8319921875,7892.335737304687,67.89517342218848,105.31804473873945,91.78573405653052,0,0
2016-04-05,7603.2001953125,7736.2998046875,7588.64990234375,7736.2998046875,203800.0,-0.02005459778469787,7600.509985351562,7396.71,7890.524987792969,53.92200092943762,93.51476534023641,92.1315403132717,1,-1
2016-04-06,7614.35009765625,7638.64990234375,7591.75,7636.0498046875,165600.0,0.0014664749128432408,7606.959985351563,7403.461005859375,7888.682238769531,60.18684949162807,84.09093733361624,90.5234197173406,0,0
2016-04-07,7546.4501953125,7630.75,7535.85009765625,7630.39990234375,234400.0,-0.00891736017820488,7610.017504882812,7405.941005859375,7886.344990234375,53.04055526160167,70.332778596352,86.48529149314288,1,1
2016-04-08,7555.2001953125,7569.35009765625,7526.7001953125,7542.35009765625,143400.0,0.0011594855559287076,7611.187524414063,7408.32201171875,7883.8844921875,52.736281003541116,59.45008695209799,81.07825058493391,1,1
2016-04-11,7671.39990234375,7678.7998046875,7516.85009765625,7577.7998046875,179800.0,0.015380096361092388,7620.450024414063,7412.995009765625,7881.7837426757815,54.17106601266768,59.51576002017828,76.7657524719828,1,1
2016-04-12,7708.9501953125,7717.39990234375,7663.35009765625,7669.25,163400.0,0.004894842329530746,7630.387524414063,7418.681015625,7879.455493164062,50.31698132095527,61.88443596538218,73.78948917066268,1,1
2016-04-13,7850.4501953125,7864.7998046875,7772.2001953125,7777.14990234375,220400.0,0.018355287868643932,7645.9725341796875,7424.4190234375,7877.582993164063,57.77015585263275,74.32274975760265,73.89614128805067,1,0
2016-04-18,7914.7001953125,7920.60009765625,7842.75,7908.14990234375,184600.0,0.008184244011682829,7668.6775390625,7431.5940234375,7875.39099609375,60.60008126709821,88.34624062321654,76.78616115508385,1,0
2016-04-20,7914.75,7950.39990234375,7877.5498046875,7950.0498046875,205300.0,6.292681500319475e-06,7689.4775390625,7440.77802734375,7873.056997070313,67.97433555795206,98.33048437478556,81.0950257990242,0,0
2016-04-21,7912.0498046875,7978.4501953125,7884.10009765625,7953.64990234375,223700.0,-0.0003411598992387743,7709.4525390625,7451.78302734375,7870.812998046875,69.25380616745346,104.81692205408126,85.83940505003562,0,-1
2016-04-22,7899.2998046875,7923.35009765625,7873.35009765625,7891.7998046875,183300.0,-0.0016114660947212922,7724.200024414063,7461.6890234375,7868.3194970703125,61.844939689056055,107.68730004151621,90.20898404833174,0,1
2016-04-25,7855.0498046875,7911.0,7827.0,7894.7998046875,146300.0,-0.005601762319964343,7731.740014648438,7469.008017578125,7865.689248046875,57.94889130968597,105.17905145570057,93.20299752980551,1,1
2016-04-26,7962.64990234375,7974.5,7822.5498046875,7828.14990234375,202400.0,0.013698206928241197,7744.127514648438,7480.516015625,7863.910495605469,65.29413278266026,110.59876133448324,96.68215029074106,1,-1
2016-04-27,7979.89990234375,7991.0,7940.5498046875,7942.0,206800.0,0.0021663642394880167,7757.297509765625,7494.150009765625,7861.967495117187,64.03811014267743,114.96065640949018,100.3378515144909,0,0
2016-04-28,7847.25,7992.0,7834.4501953125,7967.39990234375,292500.0,-0.016623003291656557,7768.905004882812,7506.781005859375,7858.93849609375,65.96036014862709,106.48624402876158,101.56753001734504,1,-1
2016-04-29,7849.7998046875,7889.0498046875,7788.7001953125,7844.25,243700.0,0.00032492971263820003,7781.544995117188,7524.25,7855.962993164063,65.57310657318085,98.83663192173753,101.02135039822355,0,-1
2016-05-02,7805.89990234375,7829.7998046875,7777.2998046875,7822.7001953125,146300.0,-0.005592486870497626,7785.07998046875,7540.748994140625,7852.567990722656,67.72319221791648,88.21501618742514,98.46008355606388,0,-1
2016-05-03,7747.0,7890.25,7735.14990234375,7824.7998046875,186500.0,-0.0075455620851691,7785.509985351562,7552.429990234375,7848.692238769531,62.26185273515052,74.18937044009999,93.6059409328711,0,1
2016-05-04,7706.5498046875,7749.0,7697.25,7724.14990234375,199700.0,-0.0052214012278947175,7785.184985351562,7565.595986328125,7844.6709887695315,52.48813601501447,59.12835753119907,86.7104242525367,1,0
2016-05-05,7735.5,7777.5498046875,7706.85009765625,7731.0,185100.0,0.003756570196288278,7784.019995117187,7578.136982421875,7841.533239746093,51.902529895198846,48.96400849609108,79.16114110124758,0,1
2016-05-06,7733.4501953125,7738.89990234375,7678.35009765625,7717.64990234375,163600.0,-0.00026498670900398924,7790.532495117188,7588.970986328125,7838.557741699219,39.52175882763482,40.278975590424125,71.38470799908289,1,1
2016-05-09,7866.0498046875,7873.64990234375,7753.5498046875,7755.25,160600.0,0.01714624210748439,7803.11748046875,7602.076982421875,7836.085241699218,46.11821302842966,43.59318958210588,65.8264043156875,1,-1
2016-05-10,7887.7998046875,7896.89990234375,7837.7001953125,7873.5498046875,162000.0,0.002765047328716186,7820.1849609375,7615.141982421875,7833.225988769531,47.92163094395325,47.42805023562141,62.14673349967428,0,1
2016-05-11,7848.85009765625,7893.10009765625,7780.89990234375,7804.64990234375,214100.0,-0.00493796850778383,7834.867456054688,7629.92798828125,7830.199741210938,45.384181407487134,46.784980953282684,59.07438299039597,1,-1
