Date,Close,High,Low,Open,Volume,Return,SMA20,SMA50,SMA200,RSI,MACD,Signal_Line,Target,Label_ternary,Signal,Market_Return,Strategy_Return_raw,Strategy_Return,Cumulative_Market_Return,Cumulative_Strategy_Return
2015-10-26,8260.5498046875,8336.2998046875,8252.0498046875,8333.650390625,133900.0,-0.0042071725829565,8116.060034179687,8038.038017578125,8374.332746582031,63.64865655473334,78.46508514451489,59.79756240762812,0,-1,-1,0.0,0.0,0.0,1.0,1.0
2015-10-27,8232.900390625,8241.9501953125,8217.0498046875,8230.349609375,156700.0,-0.0033471638954116,8134.280053710938,8035.707021484375,8373.519997558593,57.82019204792893,75.20795115698638,62.87964015749978,0,-1,-1,-0.0033471638954116756,0.0033471638954116756,0.0033471638954116756,0.9966528361045883,1.0033471638954117
2015-10-28,8171.2001953125,8209.099609375,8131.7998046875,8188.89990234375,188900.0,-0.0074943449313147,8153.0550537109375,8032.014033203125,8372.483996582032,49.43505464356873,66.8770419833445,63.679120522668725,0,-1,-1,-0.007494344931314734,0.007494344931314734,0.007494344931314734,0.9891835759740475,1.0108665936275003
2015-10-29,8111.75,8179.60009765625,8098.0,8175.4501953125,217500.0,-0.0072755768909693,8166.477563476563,8023.878037109375,8372.40599609375,48.42884354690367,54.84537913595159,61.9123722453253,0,0,0,-0.00727557689096936,0.00727557689096936,0.006775576890969359,0.9819866948077642,1.0177157979591358
2015-10-30,8065.7998046875,8146.10009765625,8044.39990234375,8123.5498046875,199500.0,-0.0056646463848737,8172.32255859375,8015.648037109375,8372.224494628907,38.64757684812195,41.12830144841155,57.75555808594255,0,0,0,-0.005664646384873739,-0.0,-0.0,0.9764240874270274,1.0177157979591358
2015-11-02,8050.7998046875,8060.7001953125,7995.60009765625,8054.5498046875,136100.0,-0.0018597039801661,8177.317553710937,8007.333037109375,8371.30549560547,40.98326123611231,28.71602347158114,51.94765116307027,1,-1,-1,-0.0018597039801661053,-0.0,-0.0005,0.9746082276653093,1.0172069400601562
2015-11-03,8060.7001953125,8100.35009765625,8031.75,8086.35009765625,132500.0,0.0012297400090901,8174.3875732421875,7998.644033203125,8370.186496582031,43.0745299607737,19.45383087894697,45.448887106245614,0,-1,-1,0.0012297400090901522,-0.0012297400090901522,-0.0012297400090901522,0.9758067423960578,1.01595603998844
2015-11-04,8040.2001953125,8116.10009765625,8027.2998046875,8104.89990234375,122100.0,-0.0025432033822472,8168.752587890625,7991.993037109375,8368.772497558593,43.35365520441552,10.340103567009464,38.42713039839838,0,0,0,-0.0025432033822472278,0.0025432033822472278,0.0020432033822472277,0.9733250673883765,1.018031844805559
2015-11-05,7955.4501953125,8031.2001953125,7944.10009765625,8030.35009765625,132100.0,-0.0105407823115412,8157.655102539063,7985.103037109375,8367.05274658203,28.5577834310612,-3.6788007778650353,30.0059441631457,0,-1,-1,-0.010540782311541208,-0.0,-0.0005,0.9630654597346695,1.0175228288831561
2015-11-06,7954.2998046875,8002.64990234375,7926.14990234375,7956.5498046875,219500.0,-0.000144604088613,8148.902587890625,7988.009033203125,8365.436496582031,19.47516220025247,-14.712118240056045,21.062331682505352,0,-1,-1,-0.00014460408861305396,0.00014460408861305396,0.00014460408861305396,0.9629261965315898,1.0176699668444698
2015-11-09,7915.2001953125,7937.75,7771.7001953125,7788.25,211800.0,-0.00491553126423,8135.177587890625,7988.699033203125,8362.54174560547,11.484607891095038,-26.30785297407965,11.588294751188352,0,-1,-1,-0.004915531264230055,0.004915531264230055,0.004915531264230055,0.9581929027073927,1.0226723553831616
2015-11-10,7783.35009765625,7885.10009765625,7772.85009765625,7877.60009765625,165200.0,-0.0166578348497532,8117.165087890625,7988.529033203125,8358.889497070313,9.161593615000612,-45.61098224569014,0.1484393518126534,0,1,1,-0.01665783484975325,0.01665783484975325,0.01615783484975325,0.9422314835798872,1.039196526406851
2015-11-13,7762.25,7775.10009765625,7730.89990234375,7762.4501953125,160900.0,-0.002710927478722,8098.692578125,7984.795029296875,8354.94724609375,8.990415220440113,-61.89793197527797,-12.260834913605471,1,1,1,-0.002710927478722036,-0.002710927478722036,-0.002710927478722036,0.9396771623597334,1.0363793399876222
2015-11-16,7806.60009765625,7838.85009765625,7714.14990234375,7732.9501953125,149500.0,0.0057135621316306,8083.627587890625,7980.88802734375,8350.502248535156,9.081843261469302,-70.41507360878313,-23.89168265264101,1,-1,-1,0.005713562131630656,0.005713562131630656,0.005213562131630656,0.9450460662105501,1.0417825680685862
2015-11-17,7837.5498046875,7860.4501953125,7793.0,7848.75,145000.0,0.0039645564834993,8066.530078125,7978.21302734375,8346.042497558594,14.357960772955138,-73.81667434355222,-33.876680990823246,0,1,1,0.00396455648349936,-0.00396455648349936,-0.00446455648349936,0.9487927547195507,1.037131470949919
2015-11-18,7731.7998046875,7843.39990234375,7725.0498046875,7823.14990234375,143600.0,-0.0134927372246812,8041.212548828125,7977.132021484375,8340.894494628907,12.688022547435564,-84.07642791815942,-43.916630376290485,1,0,0,-0.01349273722468125,-0.01349273722468125,-0.013992737224681251,0.9359909433994383,1.0226191628094696
2015-11-19,7842.75,7854.89990234375,7765.4501953125,7788.5,132600.0,0.0143498536065607,8019.59755859375,7979.647021484375,8335.930246582031,27.214724225627293,-82.30583262640539,-51.59447082631347,1,0,0,0.014349853606560714,0.0,0.0,0.9494222764142869,1.0226191628094696
2015-11-20,7856.5498046875,7906.9501953125,7817.7998046875,7841.89990234375,151900.0,0.0017595619760288,7999.342529296875,7980.318017578125,8330.660495605469,31.09909836931129,-78.87981676604068,-57.05154001425891,0,-1,-1,0.0017595619760288894,0.0,-0.0005,0.9510928437510603,1.022107853228065
2015-11-23,7849.25,7877.5,7825.2001953125,7869.5,127000.0,-0.000929136181781,7979.22001953125,7984.202021484375,8325.335246582032,32.98768652422417,-75.87902161671173,-60.81703633474948,0,1,1,-0.0009291361817810317,0.0009291361817810317,0.00042913618178103173,0.9502091489776981,1.0225464766895676
2015-11-24,7831.60009765625,7870.35009765625,7812.64990234375,7837.0,130600.0,-0.0022486100383795,7956.027514648437,7989.65802734375,8319.731499023437,32.85090959654727,-74.07122250871362,-63.46787356954231,1,1,1,-0.002248610038379506,-0.002248610038379506,-0.002248610038379506,0.9480724991467468,1.0202471684173737
2015-11-26,7883.7998046875,7897.10009765625,7832.0,7837.14990234375,219800.0,0.0066652671715032,7937.190014648438,7993.5690234375,8315.10599609375,37.01933205589943,-67.64665999700628,-64.3036308550351,1,0,0,0.006665267171503286,0.006665267171503286,0.006165267171503286,0.9543916556515147,1.0265372647916366
2015-11-27,7942.7001953125,7959.2998046875,7879.4501953125,7910.60009765625,150300.0,0.007471066247773,7922.680004882813,7996.051025390625,8310.832495117187,43.22728351931622,-57.14366208188585,-62.87163710040525,0,1,1,0.0074710662477730505,0.0,-0.0005,0.961521978937209,1.0260239961592408
2015-11-30,7935.25,7966.0,7922.7998046875,7936.25,216300.0,-0.0009379927643368,7910.882495117187,7998.9940234375,8306.72599609375,48.428000364786,-48.85792531198331,-60.06889474272087,1,-1,-1,-0.0009379927643368147,-0.0009379927643368147,-0.0014379927643368147,0.9606200782782152,1.0245485810767279
2015-12-01,7954.89990234375,7972.14990234375,7934.14990234375,7958.14990234375,138600.0,0.0024762801857218,7903.039990234375,8002.306025390625,8302.881994628906,50.04539319966285,-40.24195215358941,-56.10350622489457,0,-1,-1,0.0024762801857218797,-0.0024762801857218797,-0.0024762801857218797,0.9629988427440621,1.0220115117260982
2015-12-02,7931.35009765625,7979.2998046875,7910.7998046875,7976.7001953125,126300.0,-0.0029604149614204,7896.3175048828125,8003.48802734375,8298.980244140625,51.25105815122542,-34.91156498571945,-51.86511797705956,0,-1,-1,-0.00296041496142041,0.00296041496142041,0.00296041496142041,0.960147966562172,1.025037089896156
2015-12-03,7864.14990234375,7912.2998046875,7853.2998046875,7902.2998046875,125700.0,-0.0084727309329539,7886.985009765625,8004.1890234375,8294.995744628906,56.9559083900669,-35.6981824718805,-48.63173087602375,0,-1,-1,-0.008472730932953976,0.008472730932953976,0.008472730932953976,0.9520128911856679,1.0337219533551443
